id,url,text,topic,sentiment,location,created_at,retweet,,,
1.46E+18,https://twitter.com/twitter/statuses/1462906777415077889,"@AeonCoin @jrgoldstein1 @AndrewNoymer ... there is some path dependence (I think a concept dear to @AndrewNoymer) which becomes incredibly important if, like in the case of this pandemic, vaccines become available relatively soon, the overall outcome is much more robust than the short-time dynamics.",vd,neutral,canada,Mon Nov 22 22:12:09 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462897503343235074,"@CP24 馃摃 NATIONAL INSTITUTE OF HEALTH  	      2015	IMPERFECT VACCINATION CAN ENHANCE THE TRANSMISSION OF HIGHLY VIRULENT PATHOGENS 		https://t.co/Kst3G4X6K6",vd,negative,british columbia,Mon Nov 22 21:35:18 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462909515284758528,"We can confirm there are zero new and zero resolved #COVID19 case in our region. The regional case count is 2.  	Together, let's continue to protect each other! https://t.co/O3xRvI2Qgk",om,positive,canada,Mon Nov 22 22:23:02 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462913205764866053,"@smillsSK Anyone want to help me understand why Kenya with a pop of ~54 M and only 6% vaccinated is reporting 59 new #COVID19 infections/day while Sask with 1.2 M pop and ~80% vaccinated is averaging 105??		https://t.co/jcYSQBGb99",om,neutral,saskatchewan,Mon Nov 22 22:37:42 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462899906323128320,Thanks @ChiPublicHealth for sharing this data with us. Why is this reality not a part of the discussion when we are attempting to understand labor shortages? Black and Latine people are dying younger. Many #EssentialWorkers with lives cut short due to #COVID19 https://t.co/rEt7LNsHS4,om,negative,ottawa,Mon Nov 22 21:44:51 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462917851082280960,"Every New Jerseyan age 18 and over can now receive a COVID-19 booster.		To find a vaccine site near you, visit: https://t.co/DpwxnEAPpS",i,neutral,canada,Mon Nov 22 22:56:10 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462931731242176512,鈥淭he $4.5M settlement鈥?marks the largest amount the @USDOT鈥檚 Office of Aviation Consumer Protection has ever secured from an #airline [and] marks the most significant action taken toward a Canadian airline following the flight cancellations early in the pandemic鈥︹€濔煠?#COVID19 https://t.co/hWxTofqFoP,ci,negative,canada,Mon Nov 22 23:51:19 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462907456716251141,"N.B. reports 62 new COVID-19 cases, vaccination of young children expected to begin this week. https://t.co/w8lls1UMqG",i,neutral,canada,Mon Nov 22 22:14:51 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462903753175097355,"Being sick is terrible and vaccines are safe, effective, and intensively vetted, so fuck yeah I'm on team that.",vd,negative,ontario,Mon Nov 22 22:00:08 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462916336833769476,Vaccinating kids is the best way to protect them and let them get back to normal school and extracurricular activities safely! @DrCChambers @CIHR_IRSC https://t.co/vFxchfHUk2,cv,neutral,canada,Mon Nov 22 22:50:09 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462930704317173760,The antivaxxers just keep pouring out of the woodwork like some sort of weird alien invasion of flesh eating bugs,vd,negative,manitoba,Mon Nov 22 23:47:14 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462913588239249421,"@anthonyfurey From NACI:	It is essential that children aged 5-11 years &amp; their parents are supported &amp; respected in their decisions regarding COVID-19 vaccinations for their children, whatever decisions they make, &amp; are not stigmatised for accepting, or not accepting, the vaccination offer.",cv,neutral,ontario,Mon Nov 22 22:39:13 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462905741988098050,Vaccination not mandatory for Powell River school staff https://t.co/I34YHlEttD,vd,neutral,canada,Mon Nov 22 22:08:03 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462913919945789442,"@TheTorontoSun A ""safe"" vaccine doesn't require a document explaining how to handle serious heart issues (IN CHILDREN) resulting from said vax.	https://t.co/wvrVldJCmc https://t.co/ZKZ84RQUYK https://t.co/sdx7MZJnis",vd,negative,canada,Mon Nov 22 22:40:32 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462899946085134337,"@TristanCPDT @davidakin Between double vaccines and masks, hopefully not.",vd,neutral,canada,Mon Nov 22 21:45:01 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462920680660418571,"@CBCNews Too many got Medical Exemptions	Liberal House leader says multiple vaccine exemptions for Tory MPs 'statistically' unlikely	'The problem is logic and math,' Mark Holland said https://t.co/kHLceBu0jF",vd,neutral,canada,Mon Nov 22 23:07:24 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462917161807015941,"As I predicted: ""Ontario is reporting more than 600 new #COVID19 cases as the number of breakthrough infections surpasses new cases among unvaccinated individuals today"" #SanitaryDictatorship	https://t.co/3LFHBrMT7A",i,neutral,canada,Mon Nov 22 22:53:25 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462902619769380866,"@stuart_braun In the tweet right under this one, I update the province's vaccination rate. I don't have enough space in that tweet to do it altogether: https://t.co/CkF0DYrgYI",o,neutral,manitoba,Mon Nov 22 21:55:38 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462926729995952130,"So the people running around calling everybody antivaxxers, yelling Horse Paste and focusing on swollen balls are the reasonable ones that we should be listening to?",vd,negative,british columbia,Mon Nov 22 23:31:26 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462895927153340416,INFORMATION BULLETIN: KHSC has declared #COVID19 outbreak on the Kidd 3 unit at our KGH site. The unit is now under quarantine &amp; closed to admissions/visitors. Patient care services continue as usual in all other areas of our hospital sites. #YGK MORE: https://t.co/3OE33EFfkz https://t.co/iQ0SWL6L3i,vd,neutral,ontario,Mon Nov 22 21:29:02 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462916506333822978,"鈥淔rom the Chief Medical Officers of Health, the likelihood that you have a medical exemption from a vaccination is one to five in 100,000. The Conservative Caucus is 119 people,鈥?		https://t.co/42lGAmXAp1",o,negative,british columbia,Mon Nov 22 22:50:49 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462912338219175941,Disney World Halts COVID-19 Employee Vaccination Policy https://t.co/HHQjT3yiqv,i,neutral,canada,Mon Nov 22 22:34:15 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462923130817720320,@cutecanukgirl @Golfergirl2018 @Kidsdoc1Rick @Stethoscope101 @MaryFernando_ It's a ridiculous question. Do I think healthcare workers should be vaccinated? Yes. If a province or state chooses not to mandate vaccines do I avoid them? No. The same way that I don't avoid travelling to areas that don't have a cardiac care unit in case I have an MI.,vd,negative,canada,Mon Nov 22 23:17:08 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462920788923850758,"@FourWinns298 4 MILLION #vaccines going to waste in #ONT 		Meanwhile low resource countries struggle to get ANY vaccines馃槹  		And, many of us are eager to get our boosters 		Answers? @celliottability @ONThealth @COVIDSciOntario @CatherineZahn #KieranMoore @BogochIsaac @epdevilla @VeraEtches https://t.co/68MR6vXNej",vd,negative,canada,Mon Nov 22 23:07:50 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462899644824834050,A friendly reminder to register your kids for vaccination! https://t.co/bYJ9SxbCzT,cv,neutral,vancouver,Mon Nov 22 21:43:49 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462910552204845058,The uncertainity that dominates our life here in #Gaza is so frustrating. Traveling requires so many miracles &amp; now #covid19 adds another layer of shitty restrictions making you feel like you are destined be to locked in this open air prison no matter what. Its just too much.,ci,negative,canada,Mon Nov 22 22:27:09 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462922541731778561,"HEY SHIT HEAD! Health Canada say the benefits outweigh the risks. We know you're just pandering your anti-vaxxer base, are you truly incapable of ever doing the right thing? @jkenney #covid19ab #ableg https://t.co/kb19gU4ibu",vd,neutral,alberta,Mon Nov 22 23:14:48 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462897851386654721,"Nicely put, albeit poorly understood by those opposed to vaccination. https://t.co/pkdnIXjeyu",vd,negative,british columbia,Mon Nov 22 21:36:41 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462908245345853444,These Fools Thought a COVID Party Sounded Fun. Now They Are on Respirators. #covid #covid19 #corona #coronavirus #covidab #covid19ab #vaccinated #vaccine #yyz #yyc #yvr #yeg  https://t.co/8NqpWySc2V,om,negative,edmonton,Mon Nov 22 22:17:59 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462897631013875722,"If this was really a pandemic that was going to end after everyone was fully vaxxed (2 shots), our PM would have never ordered more than 400,000,000 vaccines back in May. Enough for NINE shots per person! Including babies. THAT alone should make you question EVERYTHING.",vd,negative,canada,Mon Nov 22 21:35:49 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462926808492433408,"@DCorneliuson @cecil_duncan @michaelpbreton Theres chloroform in some vaccines	 Half life is 180 days. 	Other vaccines contain nothing but saline. 	Other have high alike proteins.	And moderna in general had millions of doses containing suspended stainless steel. So by my data i would say you survived a chloroform breakdown",vd,negative,canada,Mon Nov 22 23:31:45 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462902124078010368,Every anti-vaxxer https://t.co/qeKDXyQy2W,vd,neutral,canada,Mon Nov 22 21:53:40 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462927354125295617,@NathanStall @teach_n_travel Unfortunately Doug likes to tease everyone with stock piled vaccines!! He waits until you beg for them ! Many times over!,vd,negative,canada,Mon Nov 22 23:33:55 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462930586243379201,@ArtKorenevsky But that鈥檚 a cute shark.  Maybe the PhD biologists missed this one. 馃ぃ Maybe the world鈥檚 science community missed something about vaccines that 鈥淲hyShouldersMatter鈥?found.  You never know 馃,vd,negative,canada,Mon Nov 22 23:46:46 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462898950931988482,@JohnMcEwen21 @davidakin If you havent learned that the vaccines are not 100% protection by now then you need to do some research. I am vaccinated to hopefully keep me out of a hospital bed using a ventilator. The mask is added to that protection.,vd,negative,canada,Mon Nov 22 21:41:03 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462905577307348996,"@jvipondmd @youseepeeYYC Aside from vaccination, Mask-wearing seems to be the most effective public health measure for combating the coronavirus, according to a large global analysis that found it reduced COVID-19 incidence by 53%. analysis published in British Medical Journal https://t.co/82c2t0xcut",i,neutral,canada,Mon Nov 22 22:07:23 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462933515637563397,"#Coronavirus is the distraction, the bait and the excuse. Like the war on drugs or the war on terror, the war on the #unvaccinated will never end. The status of #FullyVaccinated is temporary, and so many will take the poison and slowly develop Immune Deficiency Syndrome instead.",om,negative,canada,Mon Nov 22 23:58:24 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462925333783453699,"Think vaccines don't work?	Pfizer is applying for EUA for their antiviral, Paxlovid,	*only* for unvaccinated people.	Why?	Hospitalization is such a rare outcome in vaccinated it was impossible to power the study adequately to show benefit in the vaccinated.	Think about that.",vd,neutral,alberta,Mon Nov 22 23:25:54 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462896403559206922,"@trevorcunning @zoeharcombe Do you believe that getting ""vaccinated"" keeps people safe? Do you pay any attention to what is actually happening in the world? Several countries with 95%+ ""vaccination"" rates are claiming they are having outbreaks. It is already well-known these ""vaccines"" don't stop spread.",vd,negative,canada,Mon Nov 22 21:30:56 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462933169523490822,"Investment in vaccines for COVID was said to be a 'path to freedom' and a normal life.		Instead, vaccines are being used to justify division, exclusion, discrimination and the removal of the right to work.		How will future public health &amp; vaccine programs gain people's trust?",vd,negative,canada,Mon Nov 22 23:57:02 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462913041012568065,"are vaccination requirements and masks. As I have recommended before, we need to boldly leverage vaccine use  rather than leave it laissez faire. I previously recommended that we need a workplace mandate. That would encompass all places of work where a minimum number of",vd,positive,ontario,Mon Nov 22 22:37:03 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462896636946829315,"@disclosetv Meanwhile, Gibraltar with a 100% vaccination rate is flooded with covid patients 馃槀",vd,negative,canada,Mon Nov 22 21:31:52 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462932278041055235,For those questioning my decision. Do you know about my underlying medical condition? Do you know what risk category I fall into? Do you know about my work &amp; financial situation? Do you know what happened to me in lockdown? No? Vaccination is a personal decision. That鈥檚 the point,ci,negative,prince edward island,Mon Nov 22 23:53:29 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462904155966623746,"@jimterp1 Completely disagree.		Vaccination status and allowing smoking (pot or otherwise) are two very different situations.",om,neutral,alberta,Mon Nov 22 22:01:44 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462933600286883841,"Apparently, you can now be regarded as an anti-vaxxer even if you鈥檙e vaccinated. https://t.co/3ecdoBgXko",vd,negative,canada,Mon Nov 22 23:58:44 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462914892898385925,"Amazon books offering up pseudoscience on vaccines https://t.co/77VO2PizJh by @RyanTumilty via @nationalpost 		Me: ""These algorithms ... they create our information universe.鈥?	""...tolerating pseudoscience has real consequences and we are seeing that now.鈥?	#ScienceUpFirst",vd,neutral,saskatchewan,Mon Nov 22 22:44:24 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462927690688724996,鈥淯nfortunately the impression is we will insist on  @moderna_tx only to avoid the expiry of those #vaccines in the first quarter of 2022鈥his is an important aspect but it is not the decisive one.鈥?- German Health Minister Jens Spahn馃 #COVID19 #compliance https://t.co/3hTOf0VBeS,vd,neutral,alberta,Mon Nov 22 23:35:15 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462927057634033665,"Seniors Advocate Isobel Mackenzie is reminding seniors aged 70+ of the need for a booster, or third dose, of the #COVID19 vaccine. To receive their invitation, they must be registered with the ""Get Vaccinated"" registration system and their immunization record must be up to date.",vd,neutral,vancouver,Mon Nov 22 23:32:45 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462902923940220928,"Local school attendees are now to be screened for the following (as well as provincial screening questions):	- Sore throat	- difficulty swallowing	- runny or stuffy nose	- abdominal pain	- headache	- conjunctivitis	- appetite changes.	#ygk #KFLA #COVID19	https://t.co/0lP9M25WCQ",i,neutral,ontario,Mon Nov 22 21:56:51 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462930745358315521,@tanisracket @TracyMckayWBR @MBGov I remember what vaccines where meant to do was to protect you and stop the spread of disease 馃 now why don鈥檛 these mRNA drugs not do that ?,vd,neutral,canada,Mon Nov 22 23:47:24 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462920831697313796,"@ajhtweeting Yes	Too many got Medical Exemptions	Liberal House leader says multiple vaccine exemptions for Tory MPs 'statistically' unlikely	'The problem is logic and math,' Mark Holland said https://t.co/kHLceBu0jF",vd,neutral,canada,Mon Nov 22 23:08:00 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462931469547024388,"@kristynwongtam This is disappointing. You have a duty to stand straight-forwardly against such draconian measures as mandates for vaccines that do not, in fact, stop transmission nor infection. 		Nor is there any evidence that higher vaccine rates reduce case numbers:	 	https://t.co/Va4ewRj7HQ",vd,neutral,ontario,Mon Nov 22 23:50:16 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462928463724220423,"馃摙 鈥硷笍 If you have children ages 5-11, booking a COVID-19 vaccine appointment in #HamOnt begins Tuesday, November 23 at 8 a.m. using the @cityofhamilton's booking portal: https://t.co/nbsSs9ZDm9.		More info: https://t.co/ALZ4mXZKlh",cv,neutral,canada,Mon Nov 22 23:38:20 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462906755483111426,Today鈥檚 coronavirus news: Ontario reporting 627 COVID-19 cases; Ontario to open vaccination appointments for kids 5-11 https://t.co/8NSXEpUH02 via @torontostar,i,neutral,canada,Mon Nov 22 22:12:04 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462927947946418179,Since Jason Kenney declared #Alberta #OpenForSummer 915 Albertans have died of #COVID19. This could just be a coincidence but July/Aug just 87 people died 1.4/day then schools opened and from Sept 1 - Nov 21 828 have died 10/day. #KidsSpreadCovid19 https://t.co/l02yZFuY7U,i,neutral,canada,Mon Nov 22 23:36:17 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462908573336457225,"The region's 7-day rolling average of new cases per 100,000 currently sits at 26.7. Cornwall's standalone average leads the way at 56.5, while SDG's is 36.4. This contrasts to the standalone average in Prescott-Russell, which is only 4.4. #TrulyLocal #COVID19 @EOHU_tweet https://t.co/0VU1xBIsn9",o,neutral,ontario,Mon Nov 22 22:19:18 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462905419127345156,"#Saskatchewan will receive #COVID19 vaccine doses for children five to 11 tomorrow, so vaccinations will begin on Wednesday in 'larger centres.'	More details to come.	#skpoli #COVID19SK",cv,neutral,alberta,Mon Nov 22 22:06:46 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462913463211151368,"@ElsieAnnie1949 @jmask @gmbutts That鈥檚 a lie.  They took vaccines from Covax because we had none. They gave out expired doses to people because we had none. They extended intervals by months because we had none. Then, one dose summer, because we had none, all confirmed by NACI, all due to lack of procurement.",cv,neutral,manitoba,Mon Nov 22 22:38:43 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462899217505021956,"One ought to think that after 20 months of this pandemic a government would figure out how to proactively plan for foreseeable events, like the approval and arrival of millions of doses of children's vaccines. 	Not in Alberta, not by @jkenney or @JasonCoppingAB. #ableg https://t.co/wae7QfZ9Rc",om,neutral,canada,Mon Nov 22 21:42:07 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462922063828692992,"@mikemacdude @RWMaloneMD I hear ya, im ready to build a fortress around my house and say come get me, but they are locking people up of vaccines.",om,negative,canada,Mon Nov 22 23:12:54 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462894450041135106,@imgrund I know vaccine equity is a thing. But if we're so prone in Ontario to throwing out vaccines... Perhaps allowing people to get booster shots before mid December would be smartest. Plus more vaxx activity can help ease the nervousness of some parents for their kids to get it.,vd,negative,canada,Mon Nov 22 21:23:10 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462912330778304517,"How Pfizer tried to bully Argentina and Brazil in exchange for vaccines , World News | https://t.co/VkQXLOlriF https://t.co/kWdKJa4cbK",vd,negative,british columbia,Mon Nov 22 22:34:13 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462926421601529857,"Attention parents &amp; caregivers of children 5-11 years old: Join us tomorrow at Noon for a panel on #COVID19 #vaccines for children, followed by Q&amp;A with experts. 		To log in, visit https://t.co/Stkly6q2Le at Noon and use the password: vaccine 		#COVIDvaccine #COVID19 https://t.co/NOauVY7Qab",cv,neutral,canada,Mon Nov 22 23:30:13 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462919257050681347,#Pandemic #Video #mRNA #Science #Demo #COVID #Infecions Here Is The Most Vivid Demonstration Of How COVID-19 mRNA Vaccines Work Showing How A Vaccine Fights A COVID Infection https://t.co/LyVh82mCSz via @Digg,vd,neutral,british columbia,Mon Nov 22 23:01:45 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462916605646708744,"Under Joe Biden, more people died WITH Covid in 2021 than 2020, in spite of THREE vaccines that weren鈥檛 available in 2020 and FIVE (bogus) vaccine mandates issued by Joe Biden in 2021.	https://t.co/YK1IzbjhVi",vd,negative,canada,Mon Nov 22 22:51:13 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462929664066965505,"#antivaxxers out in full force this morning with the announcement of bookings for 5-11yo here in Ontario.  Brace yourselves and speak to your kids before heading to the vaxx site, these folks have no boundaries.",cv,positive,ottawa,Mon Nov 22 23:43:06 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462915238727200775,"Hospitals are quickly filling up, and vaccination rates remain stubbornly below 70%, trailing countries like France, Spain and Italy.聽		She said many citizens don鈥檛 seem to understand the severity of the outbreak鈥?more people should get vaccinated",i,negative,canada,Mon Nov 22 22:45:47 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462930885360201739,The economic recovery from COVID &amp; the path-out defy straight-line projections.We have learned that vaccines aren鈥檛 an elixir for growth. The hopes of vaccinating a large % of the population would turbocharge an economic recovery has waned. It isn鈥檛 that simple.Challenges remain!,vd,negative,ontario,Mon Nov 22 23:47:57 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462911875927220224,"As of 8 p.m. Tuesday, children in Ontario who were born on or before December 31, 2016 will be eligible to register for their first dose of the Pfizer pediatric vaccine. #vaccination #onpoli 		COVID-19: What you need to know for November 22 | TVO https://t.co/wKGUjFuMJ2",cv,neutral,canada,Mon Nov 22 22:32:25 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462899977341054979,"@elephantjournal Or, you could do some digging beyond the official narrative, learn how evolution works, and learn that mass rollout of a ""vaccine"" during a pandemic is what puts pressure on the virus, creating new strains... variants are a result of mass ""vaccination,"" not the other way around.",vd,neutral,canada,Mon Nov 22 21:45:08 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462926562223869956,"Ontario reports 741 new cases of #COVID19 today with 29,799 tests completed.		New Cases today: 741	-Unvaccinated: 350	-Partially Vaccinated: 20	-Fully Vaccinated: 331	-Unknown Status: 40	Total Cases: 611,691	Resolved: 596,259 (+590)	Deaths: 9,967 (+3)		https://t.co/t78efVXPmq https://t.co/BsRNWvEeti",i,neutral,canada,Mon Nov 22 23:30:46 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462914460016734209,"@MattRoseYYC Hey Matt, I thought travel restrictions due to vaccination requirements would only impact the West final? (After Nov 30) will it impact the roster for the Semi?",ci,neutral,alberta,Mon Nov 22 22:42:41 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462897634365030402,"@KarenPaavila @SassyPr88568654 Yes, exactly. A quick google search shows that this is taking place at a **high school** and not an elementary school. This looks like it was intended to deceive.		Youth aged 12 and over can consent to vaccination in Ontario. Children under 12 cannot.",cv,neutral,canada,Mon Nov 22 21:35:50 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462903001086144519,"After millions of Quebecers rolled up their sleeves for COVID-19 vaccines, it could soon be zoo animals鈥?turn to get the shot.	ttps://globalnews.ca/news/8389894/quebec-zoo-hoping-to-vaccinate-wild-animals-against-covid-19-over-coming-weeks/",vd,neutral,canada,Mon Nov 22 21:57:09 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462897478357991436,"@tuvya68 @supercazzola773 @garden_nome1 @peggy_blair @Chapmans_Canada The maximum fatality rate from covid vaccines in the US is 0.0022%.	https://t.co/EfqRcQy70L	 1/N",vd,neutral,fredericton,Mon Nov 22 21:35:12 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462927154681987076,"I call for the worldwide condemnation of Austria and Germany over mandatory 鈥渧accination鈥?		Please retweet.",vd,negative,ottawa,Mon Nov 22 23:33:08 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462925637639753729,@CMOH_Alberta When are the 60/69 cohort eligible for their boosters? That age group had the most hospital admissions over the weekend. Hearing that 1 million doses of vaccines were discarded without being used is frustrating. Need better allocation of vaccines as our cases are on the increase,vd,negative,canada,Mon Nov 22 23:27:06 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462913573215248386,@max_gagliardi Nobody said getting the vaccine means you can鈥檛 get Covid. I don鈥檛 think you understand how vaccines work lol,vd,negative,ontario,Mon Nov 22 22:39:10 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462907616569573380,"How Puerto Rico achieved the highest vaccination rate in the U.S.鈥攚ithout a political fight	https://t.co/S0UyWM3RQQ",vd,negative,canada,Mon Nov 22 22:15:29 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462914629546487816,"Luc Montagnier, a French virologist and recipient of the 2008 Nobel Prize in Medicine for his discovery of the human immunodeficiency virus (HIV), has made a startling claim that Covid-19 vaccines are creating new variants in various parts of the world.",i,neutral,canada,Mon Nov 22 22:43:21 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462893481966374917,"Canadian aerospace sector heads for pre-flight checks. Innovation, sustainability, workforce development are all must-haves as industry recovers from COVID-19.	https://t.co/dck3rXNBUg	$ORBT",i,neutral,ontario,Mon Nov 22 21:19:20 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462920098176401410,"The Government of Canada will adjust some of Canada鈥檚 border measures beginning on Nov. 30 to include additional #COVID19 vaccines accepted for entry to Canada and changes to certain exemptions, testing and #ArriveCAN requirements. 		For more information: https://t.co/RdflwyZ6vm https://t.co/XRvxE50wLT",i,neutral,manitoba,Mon Nov 22 23:05:05 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462926728762900482,"@treats83 @andrewwaugh13 Update: #NB children who will turn five by Dec. 31, 2021, will also be eligible, confirmed Department of Health spokesperson Gail Harding. ""Children born between 2010 and 2016 are eligible to receive the [#COVID19] pediatric vaccine,"" she told CBC News https://t.co/SBzCsND82m",cv,neutral,canada,Mon Nov 22 23:31:26 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462908757105590278,STORY: COVID cases reported in region's schools in November https://t.co/Cjo6AULSOB https://t.co/mA9EdqSGp3,i,neutral,ontario,Mon Nov 22 22:20:01 +0000 2021,FALSE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462913189906206723,"鈥淕iven the short- term uncertainties surrounding pediatric vaccination at this time, children and their parents or guardians should be supported and respected in their decisions鈥?6/",om,neutral,ontario,Mon Nov 22 22:37:38 +0000 2021,TRUE,,,
1.46E+18,https://twitter.com/twitter/statuses/1462927059072790530,馃嚚馃嚘 CBC News : Coronavirus: What's happening in Canada and around the world Monday馃嚚馃嚘 https://t.co/IbOK4NcxcJ,i,neutral,ottawa,Mon Nov 22 23:32:45 +0000 2021,FALSE,,,
